"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power"
"0",-2.13477026128299,8.88209474528465,0.347184184445435,0.00225824940549301,0.336782079262796,0.0213493745432439,0.000581696476990956,0.0111771712170785,-2.44831335103283,0.5,-1.67455054235841,0.332707408915972,0.00230017935099373,0.320591819280978,-1.80490230447641,0.366781662437336,0.0022748916578659,0.352951737296814,0,0.38,0.26
"0.1",-2.32829047521408,4.24383467504845,0.359623840421537,0.00209049371736291,0.348025962466554,0.0214920858178928,0.000551996337442428,0.0110596339254206,-2.6371082220072,0.5,-1.862227076297,0.342534456122227,0.00190703047759523,0.330322795250434,-1.89817539196052,0.380226354751325,0.00207365357698232,0.366387399544998,0.1,0.36,0.24
"0.2",-2.26516880158364,2.02283876381311,0.361020386922501,0.00192668168541482,0.35095695117413,0.0171957266108268,0.000484299092331338,0.0090905629165213,-2.83522126604642,0.6,-1.91019025483228,0.336382580520772,0.00176373556876971,0.324546909764535,-1.98555741736934,0.390241877570074,0.00188682250828187,0.376499949269336,0.2,0.32,0.3
"0.3",-2.47235179066057,2.66171962751737,0.367226504389026,0.00175938650459105,0.35630458350969,0.0172147679571193,0.000457449317725933,0.00893834858245392,-2.9020111171341,0.6,-1.91516911254441,0.340762487510378,0.00173009708410095,0.329457877123098,-2.07900147273451,0.396535966045686,0.00168910492771814,0.383029071896672,0.3,0.35,0.22
"0.4",-2.57331824870558,3.52008917975309,0.370434439175184,0.00160233239986195,0.358719157620239,0.0172156404675422,0.0004302705917012,0.00895076499334412,-3.06195803292754,0.6,-1.8946961057831,0.339639496173719,0.00171108694089556,0.328478355379339,-2.16752898562501,0.398922333786082,0.00150297534419045,0.38579133582156,0.4,0.35,0.16
"0.5",-2.72776588639058,1.58734948104688,0.361783755339647,0.00147335947865706,0.351952567158738,0.0140514064304225,0.000381940854859216,0.00763748083207534,-3.1814231269798,0.7,-1.96084555679813,0.327322173974372,0.00149475318486758,0.316889939073394,-2.25854330171592,0.397329831578688,0.00132224469060616,0.384677087469853,0.5,0.39,0.15
"0.6",-2.62517853247332,3.89179721514312,0.359237048266158,0.00132384885541474,0.3484344453562,0.0140771730930835,0.000358473084660568,0.00771760160092161,-3.41372354360043,0.7,-2.01122403801974,0.323445653747436,0.00132647849553277,0.313631535266416,-2.35227051835351,0.391805971182121,0.00114799130028605,0.379741266300511,0.6,0.33,0.21
"0.7",-2.77175570880718,2.16371494069409,0.353925752687196,0.00118920313502335,0.342072763246189,0.014100269445447,0.000334911041698396,0.0078777489782494,-3.68726207530986,0.7,-2.04873808008578,0.316729401191214,0.00125509443259836,0.307320261903703,-2.44055138500462,0.382514570662924,0.000992332535292679,0.371123219766355,0.7,0.3,0.21
"0.8",-2.71108653553143,1.74657407748811,0.338166315768139,0.00108594840846707,0.327590814911478,0.0118976894209991,0.000300904260399464,0.00711883529992865,-3.89812449257615,0.8,-2.03627885082412,0.297038312947865,0.0011476516588874,0.288352041306548,-2.53248669741933,0.369727684111432,0.000845467482134113,0.359087677278437,0.8,0.3,0.26
"0.9",-2.5106291496378,6.3557908255254,0.314235729539747,0.00101794881431648,0.306610610458702,0.00925099828537072,0.000267395455709294,0.00586538773152994,-4.00461308789235,1,-1.83046296519401,0.265547749809428,0.00128858653781869,0.257610280836014,-2.62305446414412,0.35381237049778,0.000714269725956305,0.343971345780164,0.9,0.36,0.2
"1",-2.59760092138138,3.40535305052788,0.303448683567514,0.000914458748134973,0.294094226279109,0.00940847515633116,0.000250631675860381,0.00615138539845453,-4.01607531840868,1,-2.0747795180701,0.258669318149955,0.000943122439650382,0.251266173861544,-2.71569590859091,0.335213199487106,0.000595765161636497,0.326208134504104,1,0.3,0.24
