"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power"
"0",-1.97646458234554,7.63485480781763,0.347176842282294,0.00226060249544721,0.338463244416757,0.021347706220202,0.000581408914184365,0.00806972144143731,-2.24318927975107,0.5,-1.6534776548388,0.33415695425044,0.00234785255230492,0.321988340854332,-1.80680991160856,0.366781662437336,0.00226762313547886,0.352969602519029,0,0.4,0.25
"0.1",-2.21280567870651,3.79312492587419,0.35962695596979,0.00208977335188978,0.349517861137901,0.0214860465706756,0.000552072416257376,0.0080321003231275,-2.53273087679873,0.5,-1.88100018955263,0.342798257217249,0.00192846520879559,0.330425036530727,-1.89793920842686,0.380226354751325,0.00207562394694317,0.366377521127079,0.1,0.38,0.24
"0.2",-2.34694963894205,2.35131658506017,0.361016076198344,0.00192484713548749,0.352135889050719,0.0171953420777021,0.000484535939958526,0.00669771240110907,-2.75114861353215,0.6,-1.85523453563768,0.336075063774795,0.00185284498358919,0.324356952932329,-1.9885407934795,0.390241877570074,0.00188080965673924,0.376502813791471,0.2,0.39,0.2
"0.3",-2.29202050416182,3.20213311947735,0.367219737283063,0.00176433971569486,0.357153486116623,0.0172128369996484,0.000457277290548305,0.00664116626270514,-2.80078830910519,0.6,-1.93280837429175,0.340268368845391,0.00166349967912718,0.328830680514375,-2.0774767865031,0.396535966045686,0.00169148037400129,0.383030683711106,0.3,0.35,0.27
"0.4",-2.47057104288637,4.02074156116181,0.370440436629545,0.00160295254718982,0.35917126095976,0.017216628216302,0.000430080631001767,0.00661561604095739,-3.06597258052261,0.6,-1.91532835311733,0.340339024261515,0.00152954607920377,0.330035238875771,-2.16837364839836,0.398922333786082,0.00150235164338069,0.385785693542937,0.4,0.33,0.28
"0.5",-2.30616264569719,2.19530037807109,0.361777372379804,0.00146564110493844,0.352093484705318,0.0140504469153216,0.000382029840206398,0.00563803850442303,-3.19484842826915,0.7,-1.96493498046908,0.325701328290732,0.0014179244917731,0.315706034819602,-2.2575311237714,0.397329831578688,0.00132359866916485,0.384676944516802,0.5,0.31,0.29
"0.6",-2.61122636383379,2.00941438361607,0.35924050352301,0.00132394876391129,0.348268325064634,0.0140764417307083,0.000358357924587622,0.0056833831894292,-3.4152364488667,0.7,-2.03983972005732,0.322744421120048,0.00132186244886085,0.312970272097428,-2.34873467819066,0.391805971182121,0.00115245197318807,0.379737136288278,0.6,0.32,0.2
"0.7",-2.79504397821822,2.40207733975451,0.353926665612673,0.00118602634777701,0.341683108548984,0.0141013252675994,0.000334890220587027,0.00574890839522317,-3.38971334016063,0.7,-2.14560961415246,0.318425655481646,0.00112664504176644,0.308909213726882,-2.44169687408265,0.382514570662924,0.000990714475276714,0.371128759218027,0.7,0.32,0.19
"0.8",-2.63516728582621,4.40502320461047,0.338167737611424,0.00108634314465922,0.327126883353019,0.0118984443811698,0.000300919815976025,0.00516364714153119,-3.58282534115098,0.8,-2.0537071826323,0.297760354194662,0.00113620905997582,0.288962137561751,-2.53414122580835,0.369727684111432,0.000843759577126491,0.359091587682507,0.8,0.32,0.18
"0.9",-2.65203404813161,19.1217905976293,0.314239144910642,0.00102069917843997,0.306141872433484,0.00925025089207115,0.00026751127920293,0.00431697129991456,-3.73937737989645,1,-1.97092130264632,0.265154893209099,0.00112563328742139,0.257264524759642,-2.62351027792281,0.35381237049778,0.000714853850149677,0.343958807500827,0.9,0.4,0.12
"1",-2.71094489989137,4.08507083687768,0.303459300044719,0.000913961083030986,0.293603215919484,0.00941022347565939,0.000250584130010748,0.00446987259299622,-4.01268819172376,1,-2.12003089706288,0.258316386528149,0.000887644496844936,0.25099586346138,-2.71298323482489,0.335213199487106,0.000598290785027711,0.326194457507891,1,0.34,0.18
