"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power","bias.mean","bias.sd","bias.min","bias.max","ci.coverage.true.psi","ci.coverage.smooth.true.psi"
"0",-1.33867872086644,0.874991005361349,0.295794375960213,0.00270080024973919,0.284774646946555,0.00357972957066357,0.000498594254872884,0.00313586018193465,-4.19233787299875,0.8,-1.34703816193326,0.296331221704579,0.00274928964970756,0.285803642126928,-1.59893379401837,0.366781662437336,0.00285231803239744,0.352669093667825,0,0.03,0.25,0.260255073151933,0.561160708145236,-0.596233285983099,2.45688247027685,0.989690721649485,0.927835051546392
"0.1",-1.3315346539791,0.926217677513249,0.302389682553962,0.00264838285394303,0.291500886204322,0.00353489012352723,0.000492110879929421,0.00310022148464862,-4.25333055567364,0.8,-1.44167076779887,0.302199840368177,0.00260472641850838,0.291246226677138,-1.68496659984869,0.380226354751325,0.0026261587468147,0.366065395554645,0.1,0.03,0.28,0.353431945869587,0.634017280321651,-0.589290067641163,4.04735869556496,0.989690721649485,0.979381443298969
"0.2",-1.32620428933902,1.52303740442277,0.307255953834517,0.00258244622031184,0.296550724817866,0.00349829016853987,0.000484334382143935,0.00306928929804827,-4.32205321136128,0.8,-1.45724055942614,0.307752767678587,0.00253740339875092,0.296888184357649,-1.77861511983802,0.390241877570074,0.00237072487825509,0.376203274685163,0.2,0.03,0.29,0.452410830498996,0.710069893392652,-0.552931833391946,5.18659046210931,1,0.979381443298969
"0.3",-1.36234459550465,2.07597204852685,0.310302587328934,0.00250289293497328,0.299843827444368,0.00347403874695201,0.000474756896415034,0.00304724989934717,-4.36036355070171,0.8,-1.41035057438945,0.30970068431851,0.00251760468037887,0.299405208699896,-1.87004157671109,0.396535966045686,0.00212800392810157,0.382728271754734,0.3,0.03,0.3,0.507696981206431,0.56167856748336,-0.526734202705511,3.19404616111752,1,0.958762886597938
"0.4",-1.31687313137265,1.43296535725515,0.311470872302456,0.00241101810102604,0.301344358116002,0.00346378513930779,0.000463863293937339,0.00303668840786414,-4.41376333519005,0.8,-1.42694626481998,0.311243463648252,0.00234045566517017,0.30158722535562,-1.96153342194301,0.398922333786082,0.00188994379408378,0.38548441444751,0.4,0.02,0.34,0.644660290570363,0.755960791377649,-0.476578580871524,5.63190969525534,0.989795918367347,0.959183673469388
"0.5",-1.38132565374685,0.790481147305263,0.310743333659517,0.0023080576849868,0.300987713261613,0.00346842343310008,0.00045132231226583,0.00303910837125441,-4.44441473906656,0.8,-1.29927572959131,0.310074675144454,0.00248878024411387,0.301032526764668,-2.05004502141973,0.397329831578688,0.0016625931459183,0.384414390982789,0.5,0.03,0.32,0.668719367672882,0.525985923379176,-0.418725281124993,2.43893801176642,0.979381443298969,0.907216494845361
"0.6",-1.38033197437062,0.848424700536635,0.30814488163338,0.00219720524900308,0.298810891433129,0.00348794869730199,0.000437734407319886,0.00305461376136555,-4.4786487514839,0.8,-1.39746561198912,0.308758484978164,0.00215226633728966,0.300114144498747,-2.14159106501216,0.391805971182121,0.00144764648470747,0.379482197842567,0.6,0.03,0.36,0.761259090641541,0.537347304072978,-0.355392962425713,2.17042977461284,0.969072164948454,0.938144329896907
"0.7",-1.32605451109718,1.14111576312806,0.303689862707586,0.00207915669357543,0.294827985476355,0.00352059287635598,0.000422985979542142,0.0030810831561714,-4.50209725842909,0.8,-1.30140908040159,0.303983277629108,0.00229337193384445,0.295607860229697,-2.23271229413535,0.382514570662924,0.00124696911769456,0.370886428654538,0.7,0.02,0.41,0.906657783038167,0.709545622655763,-0.269394338062798,4.96160569845771,0.928571428571429,0.908163265306122
"0.8",-1.31593729373016,0.98503162928482,0.297507602504963,0.00195536644770426,0.289129434767497,0.00356254332023434,0.000407177336784456,0.00311439957038077,-4.52579466147848,0.8,-1.3829257128102,0.297223917799247,0.00198540345747609,0.28939015892462,-2.32337232127527,0.369727684111432,0.00106516181717313,0.35885233096261,0.8,0.02,0.43,1.00743502754511,0.705327980782119,-0.173541491735245,3.13292687732064,0.928571428571429,0.928571428571429
"0.9",-1.31457206644795,1.42886589894314,0.289654576509895,0.00182793823146387,0.281847701362202,0.00361099440455316,0.000390507868055004,0.00315055935903457,-4.54171638767298,0.8,-1.53554270326399,0.289513410209194,0.00158658614310319,0.282221546757964,-2.41425631078867,0.35381237049778,0.000900741154245088,0.343740776751647,0.9,0.04,0.45,1.09968424434071,0.777932625477062,-0.0692950441792184,4.5739467537195,0.9375,0.96875
"1",-1.39005128684769,1.88344980640088,0.280317005333624,0.00169869743900182,0.273028328590384,0.00366011788887253,0.000373086799949241,0.00318577694969136,-4.55215475206745,0.8,-1.46040573793566,0.280281514609547,0.00163517242093785,0.273281011263836,-2.5060352599107,0.335213199487106,0.000752072488958734,0.32599561796719,1,0.07,0.43,1.115983973063,0.670720388684348,-0.056304535024025,3.45682129710579,0.946236559139785,0.924731182795699
