"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power"
"0",-1.86815746476923,5.08873828295842,0.345147688341515,0.00265664765831182,0.336286353609873,0.0238182997922485,0.000643983481028681,0.0105031622811568,-2.19855156236527,0.5,-1.51804616022844,0.334528396910833,0.00278527321774497,0.321857768533814,-1.59928406334965,0.366781662437336,0.00284965472606397,0.352677331603741,0,0.37,0.37
"0.1",-1.92922766261494,4.68626684231905,0.355470672353316,0.00249449028519314,0.346959701790445,0.0238183993548808,0.000620477044582331,0.0104987348189781,-2.08803579798053,0.5,-1.75285224639321,0.34312865327747,0.00227657214482118,0.330167831472646,-1.68901682267736,0.380226354751325,0.00261436356814287,0.36607178513285,0.1,0.37,0.36
"0.2",-1.77795339412082,7.1610841582274,0.35431387467471,0.00231081475392047,0.348959277094276,0.0193904939328637,0.000550934119113301,0.00855643703938134,-2.22438718204739,0.6,-1.63675935143038,0.336640034256281,0.00238904450664298,0.324464646049863,-1.77887734420391,0.390241877570074,0.00236863650781227,0.376211962780725,0.2,0.42,0.31
"0.3",-2.03775185821161,4.58655264320577,0.35833761692711,0.00215031880886663,0.353436160480742,0.0193177774453575,0.000528299403036394,0.00852604283844812,-2.3853973549801,0.6,-1.71666173172792,0.340823440889077,0.00214473626503987,0.329019308291734,-1.87038183202808,0.396535966045686,0.00212460395023713,0.382745641302944,0.3,0.46,0.28
"0.4",-1.9506277337983,4.90770163194973,0.359371550896586,0.00198823294951753,0.354871986828509,0.0192661744500039,0.000504828998578734,0.00850803241592362,-2.4962804791457,0.6,-1.70009840126941,0.341349880898997,0.00213703727036966,0.329759165334998,-1.95707290067784,0.398922333786082,0.00189761672439299,0.38548990766081,0.4,0.44,0.28
"0.5",-2.10044571519557,54.0394739928976,0.348782521542753,0.00182946586589363,0.347159172189404,0.0159153685518148,0.000451466749297795,0.00701495099124244,-2.6701489084031,0.7,-1.85983273852296,0.325745018162466,0.00173348042065916,0.314748858860518,-2.05143553162938,0.397329831578688,0.0016611363662029,0.384407751815944,0.5,0.52,0.22
"0.6",-2.1354704443007,5.82981740595308,0.344429063073191,0.00167631751416691,0.342750155023919,0.0159690752544861,0.00042820718974216,0.00703753345247137,-2.600897684446,0.7,-1.84049469025611,0.322408913817317,0.00175571144043482,0.311513558896659,-2.14225498966776,0.391805971182121,0.00144796178467165,0.379471327146578,0.6,0.5,0.24
"0.7",-2.16714296094036,3.02697822047906,0.337691267200754,0.00152463703046825,0.335644760828875,0.0160613015716928,0.000405004157461233,0.00707851405668085,-3.04591801595486,0.7,-2.03475904942925,0.317856055451549,0.00134166311906394,0.307658350478667,-2.23051879741698,0.382514570662924,0.00125084163097002,0.370875874448738,0.7,0.47,0.28
"0.8",-1.95688664006037,4.47093709785262,0.321205062255627,0.00139542583040261,0.320852137374906,0.0136796814551479,0.00036258832544596,0.00599864976066399,-2.87761782058922,0.8,-2.08368325192933,0.298073707740626,0.00124121668790504,0.288172183644862,-2.32250404688855,0.369727684111432,0.00106559300019438,0.358857371076457,0.8,0.49,0.26
"0.9",-1.99140515871871,3.30728778455519,0.297292756056744,0.00128794858136841,0.300040063322539,0.0103279816087344,0.000318212598154877,0.00445967557247849,-3.06502033224757,1,-1.83306463303619,0.265736536700408,0.00142144950333388,0.256956545453982,-2.41504933363524,0.35381237049778,0.000898471177512952,0.34375818835141,0.9,0.6,0.21
"1",-1.82636661686696,14.0244731189347,0.286715633983091,0.00116628137720323,0.287916401954707,0.0105476337820364,0.000300209342455007,0.00455845758019093,-2.92650393623623,1,-1.88166976003991,0.257854023040909,0.00129591900911772,0.249435976131491,-2.50742264646324,0.335213199487106,0.000749199808874904,0.326018077883446,1,0.57,0.21
