"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power"
"0",-1.89643901653082,5.36648362783526,0.344818978658735,0.00265050756272723,0.335389667211136,0.0238090631451466,0.000644582512489176,0.00535802852055051,-2.04371639650476,0.5,-1.58976631215177,0.332590639292876,0.00246579126488871,0.320683607805712,-1.59714507884506,0.366781662437336,0.00285615295316038,0.352675374134121,0,0.33,0.43
"0.1",-1.90717429299416,2.59526062739243,0.355278441684748,0.00248596114310275,0.34635441293008,0.0238095993336865,0.000619761666083031,0.00536040059959444,-2.20850895468483,0.5,-1.55106543545042,0.34435011181694,0.00272740088048122,0.331522092742156,-1.68985152071805,0.380226354751325,0.00261317302764978,0.366066416562356,0.1,0.32,0.41
"0.2",-1.74579078577156,3.16177626030201,0.354341531117709,0.00230107878202089,0.349009185600375,0.0193798570251008,0.000550738210617297,0.00440348464506888,-2.20490474671113,0.6,-1.66824259213877,0.33689859733537,0.00225549218825789,0.325031397535849,-1.77869280698262,0.390241877570074,0.00237117611750132,0.376199511735367,0.2,0.37,0.38
"0.3",-1.7445215057167,48.9067813004344,0.358516228098301,0.00214027311232098,0.354084326889022,0.0193042189881979,0.000527193747341618,0.00439260406112047,-2.21215437471668,0.6,-1.79011986522927,0.340903187058627,0.00207939584622061,0.328568315228834,-1.86935243520491,0.396535966045686,0.00212572348796685,0.382752570525117,0.3,0.42,0.33
"0.4",-1.76369872503912,28.4968453909229,0.359713265938443,0.00197643308577399,0.35626565129543,0.0192487900926072,0.000502694186364136,0.00438803274085803,-2.32341321076357,0.6,-1.87318286537651,0.343133919133948,0.00176744745575905,0.331770022562207,-1.9614611413053,0.398922333786082,0.00188875806622661,0.385493815892343,0.4,0.44,0.27
"0.5",-2.06332938194817,2.19807260984828,0.349249952552803,0.00181601638592021,0.349389947036867,0.0159008044675372,0.00044899191726519,0.00365258426955862,-2.58286324051907,0.7,-1.78135115943982,0.325259112024698,0.00183207122745703,0.31449154197841,-2.05051662154013,0.397329831578688,0.00166348493069441,0.384401367747319,0.5,0.53,0.2
"0.6",-1.98965300910894,2.67340090193517,0.345045696696959,0.00166396433252267,0.345673041334513,0.0159526674080769,0.000425767875423707,0.00366264518913303,-2.63124110428433,0.7,-1.82153018270941,0.322578799641763,0.00170236208572231,0.312216989644885,-2.14041465297297,0.391805971182121,0.00145187757400102,0.379460710359176,0.6,0.51,0.24
"0.7",-2.19086003570448,1.8694191293573,0.338377987651726,0.00151333937833641,0.339081176899639,0.0160405725738801,0.000401484296348186,0.00367965612966919,-2.83072649923152,0.7,-1.92518201671858,0.318120106421078,0.00155585557628294,0.307524253330384,-2.23333244502068,0.382514570662924,0.0012458391379958,0.370889758953315,0.7,0.51,0.25
"0.8",-1.88770165296936,3.60803271455876,0.32195849665353,0.00138344412464205,0.324516906442431,0.0136616606756277,0.000360076156046792,0.00314089352799756,-2.8400748767082,0.8,-1.99005206902021,0.297686687654681,0.00136380444426165,0.287850906554084,-2.32290087824847,0.369727684111432,0.00106480121410502,0.358861136902888,0.8,0.54,0.26
"0.9",-1.78885398994979,2.81780640655936,0.298004764995128,0.0012783012767223,0.303648212126403,0.0103037944059913,0.000316602970186447,0.00238623415010373,-2.81331595057775,1,-1.85840976939033,0.265115010716933,0.00134227648464194,0.256532890544328,-2.41541717811247,0.35381237049778,0.000898846513056764,0.343750287624715,0.9,0.63,0.19
"1",-2.03961934388608,3.08055558820605,0.287457605622101,0.00115928585287476,0.291251705642814,0.0105210051346902,0.000298613740444454,0.00241681230059849,-2.97820062705287,1,-1.88096262558678,0.258617411643463,0.00126734563820817,0.250319625712195,-2.50472736649244,0.335213199487106,0.000752545333789847,0.32600187797567,1,0.61,0.18
