"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power"
"0",-1.61539962503466,4.58866834680854,0.344791719720049,0.00265891613132842,0.336980615002308,0.0238155094507611,0.000645976559184091,0.00749413580969963,-1.91586156788721,0.5,-1.57380146673785,0.334483131312956,0.00251112497217017,0.322614712345634,-1.59636205006343,0.366781662437336,0.0028617431966646,0.352658827330079,0,0.35,0.38
"0.1",-1.94284387384314,2.29458706282651,0.355196873783895,0.0024910149891552,0.347683052311285,0.0238321559175877,0.000621645986876396,0.00749183440906512,-2.04832843677527,0.5,-1.59033413505332,0.343446035660948,0.00250094911083352,0.331337271876319,-1.68855881436359,0.380226354751325,0.00261451344762169,0.36607745545987,0.1,0.38,0.38
"0.2",-1.83482208589209,3.48159576878046,0.354157162484741,0.00230924877852442,0.349771016738536,0.0193704267688534,0.0005518081106513,0.00611922672548004,-2.13229997331854,0.6,-1.74630860627993,0.337124254612352,0.00211421074954022,0.325296328996723,-1.77845138170707,0.390241877570074,0.00237419170433175,0.376185047182237,0.2,0.42,0.34
"0.3",-1.84141499453932,13.9056277484196,0.358301667836344,0.00214812822305673,0.354402990269027,0.0192887442481142,0.000528659833967714,0.00609932653284072,-2.36941093573328,0.6,-1.83339201395176,0.340098399751381,0.00190302092329546,0.328249114166064,-1.86645655656278,0.396535966045686,0.00213711543057746,0.382718774974447,0.3,0.46,0.31
"0.4",-1.9754182367046,4.85870949362565,0.359456879323228,0.00198500814758892,0.356107609368258,0.0192317969292463,0.000504159875109454,0.0060880025915957,-2.47532664680026,0.6,-1.77809509394155,0.341910508276702,0.00205060502275006,0.330160224916385,-1.9563634236863,0.398922333786082,0.00189951518932261,0.385486005378893,0.4,0.47,0.28
"0.5",-2.00223674317968,2.83590752942029,0.349013707725186,0.00182578946604648,0.348675655542536,0.0158795497473555,0.000450815990615555,0.0050348889784227,-2.30371240076389,0.7,-2.01580018960657,0.326672830484386,0.00160026715509577,0.315011314394791,-2.05100775930067,0.397329831578688,0.0016613987496287,0.384411238118442,0.5,0.52,0.23
"0.6",-2.12917025080473,4.01082653790802,0.344826132997747,0.00167342467167048,0.344511345372007,0.0159338507886587,0.000427414188696476,0.00505122908066,-2.49003917833119,0.7,-1.96498512860427,0.323695388130216,0.00156067444285126,0.312740402913124,-2.14166195588704,0.391805971182121,0.00144768950111383,0.379480957945121,0.6,0.52,0.22
"0.7",-2.1794508181501,3.16775688079794,0.338219562768762,0.00152342359996474,0.337569760478652,0.0160282102111901,0.000403285920743957,0.00507689268855764,-2.78576942991174,0.7,-1.96325468697053,0.31748932493464,0.00146748246117118,0.307147841051065,-2.23176601411864,0.382514570662924,0.00124834293286703,0.37088462804823,0.7,0.5,0.23
"0.8",-2.13944848544668,2.65781478420543,0.321868401334988,0.00139250764694828,0.322780510758538,0.0136533691478012,0.00036218842215259,0.00430819475558275,-2.84638959364467,0.8,-2.0694295749932,0.297924659973838,0.00128181065873502,0.287821838702001,-2.32295965885833,0.369727684111432,0.00106488414772816,0.358859651734932,0.8,0.53,0.22
"0.9",-1.65941318521812,34.9712500632759,0.297978143718287,0.00128598858699216,0.301863705590507,0.0103022193800073,0.000318069277628508,0.00322012391994915,-2.86436111948436,1,-1.92917302599929,0.265974363136739,0.00127140043414636,0.257295649738918,-2.4141589788835,0.35381237049778,0.000900005738137393,0.343749979210743,0.9,0.59,0.22
"1",-1.8719082474673,3.94277549802551,0.287481266421116,0.00116485213576463,0.289587735148043,0.0105237297445965,0.000299498620456465,0.00328356094378735,-2.88823977855366,1,-1.93890631925196,0.258684313229517,0.00123444343375515,0.250183688405776,-2.50503649839452,0.335213199487106,0.000753132179360208,0.325991844681563,1,0.58,0.19
