"","X","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power","bias.mean","bias.sd","bias.min","bias.max","ci.coverage.true.psi","ci.coverage.smooth.true.psi"
"1",0,-1.29467885172891,0.990487590731618,0.295718218834391,0.00261739253124702,0.285066835253239,0.0034915873650261,0.000488770389227246,0.00314542887854122,-4.23983291109219,0.8,-1.35509573382923,0.294843548798597,0.00266500941897254,0.284582948605327,-1.40963201835078,0.366781662437336,0.00326438343712871,0.353415812749529,0,0.02,0.29,0.114953166621871,0.689858609153684,-0.865434258672366,3.92712562453029,0.979591836734694,0.969387755102041
"2",0.1,-1.33441696283334,0.927157217043047,0.302285444038403,0.00254673897805452,0.291838697159168,0.00346194476822253,0.000480403290917277,0.00311389258918386,-4.30764945512056,0.8,-1.34593695620613,0.302684927515814,0.0027261724687811,0.292226298931701,-1.41210943720535,0.380226354751325,0.00312801732432904,0.367387080189809,0.1,0.03,0.26,0.0776924743720164,0.607952262327758,-0.953115092943293,3.18135400060493,0.979381443298969,0.948453608247423
"3",0.2,-1.34606927774297,4.57522299144551,0.307167517152141,0.00246290996288866,0.296919211891558,0.00343697961779937,0.000470367343359914,0.0030859161517425,-4.3679374444107,0.8,-1.39687176550062,0.306921063105149,0.00247341893907344,0.296949781664061,-1.41459813377768,0.390241877570074,0.00296331133128744,0.378048347732875,0.2,0.04,0.26,0.0685288560347062,0.721673037483291,-1.01587986300405,5.29259225751658,0.979166666666667,0.96875
"4",0.3,-1.38775960755282,1.04037321401513,0.310215901057028,0.00236768679503117,0.300261043203872,0.00342132551642736,0.000459047171049019,0.00306344895638706,-4.42469240105262,0.8,-1.3813571817617,0.311071063979054,0.00240951247812959,0.301568602355339,-1.4165733324944,0.396535966045686,0.00278033284661581,0.385072742229622,0.3,0.04,0.27,0.0288137249415787,0.526485365674639,-1.07398285973405,2.07228221197141,0.979166666666667,0.947916666666667
"5",0.4,-1.3504367431988,1.95970131472325,0.311409701077237,0.00226285836482298,0.30176511451918,0.00341307937848843,0.000446285336813211,0.00305620894606539,-4.47191541537926,0.8,-1.36252313933274,0.310476135209749,0.00230860377956212,0.301563524972908,-1.4186390167702,0.398922333786082,0.00258654153230565,0.388236053692675,0.4,0.03,0.31,0.0682022735714008,0.74385907474313,-1.11168273196327,5.39489901207213,0.969072164948454,0.927835051546392
"6",0.5,-1.38203561382224,0.860333478372583,0.310673197089442,0.00214832809689105,0.301415363249655,0.00341589357632003,0.000432182784194348,0.00305758123240693,-4.51156604029843,0.8,-1.40431915628845,0.310031836906224,0.00215743250788715,0.301261254042595,-1.42031621850848,0.397329831578688,0.00237948977876295,0.387482482355802,0.5,0.03,0.34,0.0382806046862408,0.589897514411974,-1.19778914533066,2.49167853760556,0.948453608247423,0.938144329896907
"7",0.6,-1.37908003944093,1.02052142877815,0.308084601989229,0.00202852824527848,0.299285884144077,0.00342969776959916,0.000417109016389232,0.0030729517177663,-4.56822952361499,0.8,-1.48289795307332,0.30874136812668,0.00196189709907227,0.300272171829839,-1.42236582953861,0.391805971182121,0.00216109280980655,0.382844092729344,0.6,0.03,0.4,0.0432857900976874,0.601161608939237,-1.24646393077102,2.0120394414719,0.938144329896907,0.948453608247423
"8",0.7,-1.32933777095684,1.06054567802013,0.303622153164149,0.00190372763004223,0.295337541058187,0.00344977940722719,0.000400911292271276,0.00309704665208464,-4.58829395959911,0.8,-1.29687859958826,0.303543537869477,0.00207442449619775,0.295955763485949,-1.42380293067512,0.382514570662924,0.00195723005331668,0.374386422118995,0.7,0.02,0.39,0.0944651597182786,0.726851906505575,-1.22734914708961,3.36165665739833,0.938775510204082,0.918367346938776
"9",0.8,-1.30901224759102,1.18999875451527,0.297462825851828,0.00177547866763605,0.289653478685865,0.00347922575419299,0.000383772793915079,0.00312656065549004,-4.62071462408954,0.8,-1.4039788583094,0.297421513489989,0.00179353596692306,0.290169682828158,-1.42522773727313,0.369727684111432,0.00174268054493744,0.362480215809506,0.8,0.02,0.42,0.116215489682111,0.777176428239445,-1.23550893661784,3.21109110673706,0.938775510204082,0.938775510204082
"10",0.9,-1.27818975601798,5.08578765678236,0.289621792250247,0.00164504044636167,0.282347923774772,0.0035117929596941,0.00036588786427045,0.0031572717839609,-4.66036730632535,0.8,-1.37616730607475,0.29068111717334,0.00163190055103156,0.284286874775185,-1.42635734897138,0.35381237049778,0.00154315348871814,0.347387442708966,0.9,0.04,0.47,0.1481675929534,0.973134721412611,-1.20003442727796,5.41009135954024,0.927083333333333,0.916666666666667
"11",1,-1.31654123980718,1.98341171640563,0.280267052582668,0.00151632252423441,0.273546884679886,0.00354381460982216,0.000347413179592384,0.00318434371669696,-4.68588905847357,0.8,-1.47472562596154,0.279854061128004,0.0014563674777832,0.273584673102417,-1.42784060016758,0.335213199487106,0.00134796437554584,0.329592612049701,1,0.06,0.45,0.111299360360402,0.906509760235047,-1.16901832045619,3.93424452559088,0.914893617021277,0.925531914893617
