"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"0",NA,6.12143444496649,0.333756110754498,0.00228330373606575,0.32108350352024,0.00430921263224469,0.000539160812578759,0.00506383553390064,NA,0.5,-1.76348297787836,0.333590753964722,0.00219110390098906,0.320959884784835,-1.80615838292725,0.366781662437336,0.00227015073233179,0.352963213012598,0,0.01
"0.1",NA,0.793747633661049,0.343636298243704,0.00211263829948182,0.330665527337067,0.004320296133183,0.000515438509242086,0.00507997070317337,NA,0.5,-1.75406088143523,0.342881100236374,0.00213533258297124,0.330659589937322,-1.89712778073011,0.380226354751325,0.00207537378021607,0.366390421687526,0.1,0.03
"0.2",NA,0.652083955684232,0.336911749396137,0.00194865667181855,0.32452034151254,0.00349274947884978,0.000449812397274114,0.00414498698553825,NA,0.6,-1.9463398210528,0.337918000676125,0.00176637391185752,0.325689423586529,-1.987967533553,0.390241877570074,0.00188176470918114,0.376503715056547,0.2,0.01
"0.3",-1.84903270211039,0.640999958713765,0.340995819915002,0.00178263789914466,0.328733402833732,0.00348695783141348,0.000427218584101786,0.00414591542095275,-1.81370666674085,0.6,-1.81527643643495,0.34077254082122,0.00181658656722358,0.329684843474968,-2.08041423008816,0.396535966045686,0.00168703486112071,0.383026553096051,0.3,0
"0.4",-1.92359571364805,0.661128120331113,0.342596150562392,0.0016345269814592,0.330469937799489,0.00348878370133245,0.000404099484975467,0.00412674195055623,-1.87889612846007,0.6,-1.95794587438036,0.342369200803719,0.00158548985208277,0.331265989452642,-2.16989406460152,0.398922333786082,0.0014993694800078,0.385791821057934,0.4,0
"0.5",-1.94315700913302,0.527274288476538,0.326347852319548,0.00151669159463821,0.315226886432417,0.00284943526182675,0.000357455956721816,0.00340708443711387,-1.88962843949523,0.7,-1.92715879859078,0.325967324662081,0.00149698152102991,0.315760172567568,-2.26425369969966,0.397329831578688,0.0013133743950201,0.384689995766448,0.5,0
"0.6",-2.0051633093785,0.568214468490388,0.323381048442724,0.00137778850870169,0.312579961152566,0.00285923639026216,0.000336765327725364,0.00341020439150576,-1.95399972379896,0.7,-2.01344124428665,0.32352613982456,0.00136889767421148,0.313360715384682,-2.34871229389185,0.391805971182121,0.00115275613160667,0.37973422126756,0.6,0
"0.7",-2.02354867453429,1.02336918059237,0.318202635492855,0.00124116802991198,0.307991152022052,0.00286644907470422,0.000316143053047555,0.00340697689780526,-1.97608329112946,0.7,-2.27091839685401,0.31817141767033,0.00100753474117594,0.308488373555652,-2.44041604625896,0.382514570662924,0.000992565613480548,0.371122086124844,0.7,0
"0.8",-2.05503537069297,0.517823216145098,0.297791484514105,0.00115616509528744,0.288405269380084,0.0023899585089722,0.00028278979986109,0.00286570955759638,-2.0227881072834,0.8,-1.98698265037311,0.296763176612738,0.00122706009391584,0.288003962149029,-2.53364165647673,0.369727684111432,0.000843133397444388,0.359104789251911,0.8,0
"0.9",NA,0.427931599176668,0.269305928683999,0.00113075886140541,0.259547454441329,0.00173852930886883,0.000248220217385296,0.00213284755299055,NA,1,-2.03618770173745,0.265411881740085,0.0010288355249629,0.257620785855192,-2.62358672033742,0.35381237049778,0.000713877694357724,0.343971510625858,0.9,0.03
"1",NA,0.407934683960352,0.260693615918727,0.0010348193071324,0.253015014806656,0.00175647959271305,0.000233069793961429,0.00213708573420697,NA,1,-2.09929576375654,0.259245865365023,0.000949080403337215,0.251575037809097,-2.71336753923419,0.335213199487106,0.000598273557964933,0.326191250683141,1,0.03
