"","X","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69188380356401,0.296287449993976,0.00207701767973549,0.285104446222201,-1.80770855429755,0.366781662437336,0.00229854516580606,0.352768669859981,0,0.07
"2",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69852656444479,0.302381066466784,0.00201702045831138,0.291381294707394,-1.89738240587759,0.380226354751325,0.0020823922018961,0.366340096504453,0.1,0.07
"3",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69739531844264,0.307271575174102,0.00193677235260838,0.296764702732234,-1.99011998451825,0.390241877570074,0.00186227611830041,0.376616699039495,0.2,0.1
"4",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81293051828584,0.310677888382951,0.00170139702851683,0.300408578612432,-2.08319133294099,0.396535966045686,0.00164460749095909,0.383329678025033,0.3,0.1
"5",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76600030840384,0.311339939296877,0.00173016825676954,0.301240439938129,-2.17201249067537,0.398922333786082,0.00144693752136513,0.386224114634531,0.4,0.09
"6",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89545371345994,0.310200600237691,0.00154921174484571,0.299994611596328,-2.26459123751932,0.397329831578688,0.00125477913673158,0.385249836224162,0.5,0.09
"7",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02775844915496,0.308845406893703,0.00132060488809838,0.298947501239558,-2.35872158555794,0.391805971182121,0.00107438581452953,0.380441740666157,0.6,0.1
"8",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08566534608178,0.303458653019934,0.00117298739923111,0.294120383814891,-2.44513091865678,0.382514570662924,0.000920360281499344,0.371900921354537,0.7,0.08
"9",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08701275514393,0.297417553630353,0.00108968584284545,0.288855330955289,-2.53924800012359,0.369727684111432,0.000772534683905751,0.359939561940917,0.8,0.07
"10",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19804079808874,0.289326000964209,0.000959316436984524,0.281061614043155,-2.62471005867059,0.35381237049778,0.000649043406716796,0.344855200070214,0.9,0.08
"11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13413033821958,0.279845376070563,0.000946803055405047,0.272021255329345,-2.7212581593084,0.335213199487106,0.00053249443877262,0.327119585660585,1,0.09
