"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58976631215177,0.332590639292876,0.00246579126488871,0.320683607805712,-1.59714507884506,0.366781662437336,0.00285615295316038,0.352675374134121,0,0.33
"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55106543545042,0.34435011181694,0.00272740088048122,0.331522092742156,-1.68985152071805,0.380226354751325,0.00261317302764978,0.366066416562356,0.1,0.32
"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66824259213877,0.33689859733537,0.00225549218825789,0.325031397535849,-1.77869280698262,0.390241877570074,0.00237117611750132,0.376199511735367,0.2,0.37
"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79011986522927,0.340903187058627,0.00207939584622061,0.328568315228834,-1.86935243520491,0.396535966045686,0.00212572348796685,0.382752570525117,0.3,0.42
"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87318286537651,0.343133919133948,0.00176744745575905,0.331770022562207,-1.9614611413053,0.398922333786082,0.00188875806622661,0.385493815892343,0.4,0.44
"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78135115943982,0.325259112024698,0.00183207122745703,0.31449154197841,-2.05051662154013,0.397329831578688,0.00166348493069441,0.384401367747319,0.5,0.53
"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82153018270941,0.322578799641763,0.00170236208572231,0.312216989644885,-2.14041465297297,0.391805971182121,0.00145187757400102,0.379460710359176,0.6,0.51
"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92518201671858,0.318120106421078,0.00155585557628294,0.307524253330384,-2.23333244502068,0.382514570662924,0.0012458391379958,0.370889758953315,0.7,0.51
"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99005206902021,0.297686687654681,0.00136380444426165,0.287850906554084,-2.32290087824847,0.369727684111432,0.00106480121410502,0.358861136902888,0.8,0.54
"0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85840976939033,0.265115010716933,0.00134227648464194,0.256532890544328,-2.41541717811247,0.35381237049778,0.000898846513056764,0.343750287624715,0.9,0.63
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88096262558678,0.258617411643463,0.00126734563820817,0.250319625712195,-2.50472736649244,0.335213199487106,0.000752545333789847,0.32600187797567,1,0.61
