"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29560017104056,0.29573150941171,0.00281854156791537,0.285552802765157,-1.80122828651019,0.366781662437336,0.00228337063784236,0.352951097580287,0,0.02
"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41252755692466,0.302709021862817,0.00248554791935755,0.292615164446127,-1.89568233719625,0.380226354751325,0.00208087552836843,0.366373780672315,0.1,0.03
"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41582547261341,0.307037116690819,0.00242450465759264,0.297172645652207,-1.98920702255626,0.390241877570074,0.00187909070353233,0.376506222470333,0.2,0.03
"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35620239817427,0.310121816307861,0.00230084473686937,0.301225684307468,-2.08197030239826,0.396535966045686,0.00168010824207574,0.383061068364343,0.3,0.03
"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44668856198758,0.311927843799406,0.00216397945302851,0.302957650058231,-2.170833500043,0.398922333786082,0.00149701007740224,0.385800161542079,0.4,0.03
"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37555987955991,0.310538715040716,0.0020303441608642,0.302580357216201,-2.26003978750486,0.397329831578688,0.00131911453904631,0.384688136358328,0.5,0.04
"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41117110577275,0.308634290318071,0.00195891958699735,0.300590976141321,-2.34945993167764,0.391805971182121,0.00115097190665131,0.379743891110488,0.6,0.04
"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44033558748475,0.304567128327982,0.00171623695196511,0.297412432560544,-2.44025821655805,0.382514570662924,0.000991687803150549,0.371133957809939,0.7,0.05
"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52099597133416,0.297288991465316,0.00153259447815004,0.290408185899748,-2.53006067724147,0.369727684111432,0.000848313210001651,0.359077732833799,0.8,0.05
"0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47278057659532,0.290048551982036,0.00147170159331228,0.283626481948513,-2.62146409070101,0.35381237049778,0.000715640771800675,0.343968124346592,0.9,0.05
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45386539297003,0.279937572307874,0.00137103949063333,0.274192152516197,-2.71417588455584,0.335213199487106,0.0005973352324283,0.326198116250609,1,0.08
