"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"0",NA,1.07475665352224,0.295907322612529,0.00213033109530794,0.284919583266621,0.00441521106796848,0.000431836355636618,0.00316056713447904,-4.46687600738805,0.8,-1.62937862510602,0.296496227189931,0.00213820155549997,0.285668707968022,-1.80486141454132,0.366781662437336,0.00227143766646098,0.352973300049002,0,0.03
"0.1",NA,0.852742643205027,0.302413525521815,0.00200331307585536,0.291432074266486,0.00440315178298307,0.000414920827039705,0.00314853872503853,-4.56476786915615,0.8,-1.81590913488958,0.302625031265236,0.00183928341618953,0.291443239770395,-1.89509828164719,0.380226354751325,0.00208088878542103,0.366381780780981,0.1,0.03
"0.2",NA,1.11894120916549,0.307187991773617,0.00187490669554208,0.296278637917144,0.0043920049495264,0.000397243853715993,0.00313729034746238,-4.651153267761,0.8,-1.79424191945569,0.307387511817321,0.00182817647324336,0.296561482094579,-1.98601523509991,0.390241877570074,0.00188750337528961,0.376488695433218,0.2,0.02
"0.3",NA,0.83420830242592,0.31013143349133,0.00174169041265985,0.299470572328457,0.0043911150579621,0.00037880261691304,0.0031282780809789,-4.71774473857932,0.8,-1.84003290750442,0.309611143487218,0.00168713913967971,0.299233993039152,-2.0782084522078,0.396535966045686,0.00168976823900253,0.383034478944058,0.3,0.02
"0.4",NA,1.38217238476516,0.31124981153453,0.00160984886215818,0.30076311430834,0.00439373181274526,0.000360347639162378,0.00312392687135842,-4.79640851547348,0.8,-1.92407535695144,0.311582763276021,0.00154295813717388,0.301106198260664,-2.17191579260146,0.398922333786082,0.00149669367268757,0.385788728300984,0.4,0.04
"0.5",NA,10.0953509936339,0.310503864271167,0.00147966915493954,0.300271694521566,0.00441839210940575,0.000341484575533586,0.00311562448077194,-4.89038550751692,0.8,-1.85188310422193,0.310715049226601,0.00162424932535365,0.300382471652153,-2.25768505356218,0.397329831578688,0.00132343842963454,0.384676528749646,0.5,0.04
"0.6",NA,0.875265052576735,0.3078214178749,0.00135084533653022,0.298002916848535,0.00440434705581744,0.000322438227604061,0.0031286966392915,-4.95184716652795,0.8,-2.07247910903707,0.308309174351809,0.00123897466982393,0.298538142178829,-2.3511727374904,0.391805971182121,0.00114949769341705,0.379738689510663,0.6,0.04
"0.7",NA,1.12850050865091,0.303459809078927,0.0012268110948709,0.293943551978932,0.00442266019641831,0.000303566529549426,0.00313471656942725,-5.02717223236435,0.8,-2.14135934662569,0.304012664111054,0.00110587860619998,0.294712651951311,-2.441356405698,0.382514570662924,0.000990748865834064,0.3711322399672,0.7,0.04
"0.8",NA,2.38677180500276,0.296889165107187,0.00110887319121506,0.288178460710678,0.00442487411464077,0.000284659160031195,0.00314091894946334,-5.08307792317075,0.8,-2.15576167865369,0.297498889319954,0.00106202926690062,0.288466722352237,-2.53090181569387,0.369727684111432,0.000846953109246106,0.35908586041947,0.8,0.04
"0.9",NA,1.71819985811764,0.289136110338496,0.000995557743810177,0.280876043952858,0.00443422049591098,0.000266045436643092,0.00315646067671663,-5.1687905739711,0.8,-2.11445538722775,0.289763388369029,0.00100190141445693,0.281504005390366,-2.62205994081549,0.35381237049778,0.000715053802007286,0.343970335983643,0.9,0.06
"1",NA,1.8159073194453,0.279865049271172,0.000887739485306465,0.272018139750951,0.00444362815070825,0.000247539163002092,0.00316655243476887,-5.2561133014983,0.8,-2.26679883154137,0.280443717774313,0.000861873704189388,0.27250684931307,-2.71334308843578,0.335213199487106,0.000597435631103222,0.326204106879376,1,0.09
