"","X","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi2","smooth.true.psi1","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42433139387035,0.00257841529173713,0.294731195655984,0.284177568243194,-1.4094233604654,0.366781662437336,0.00326899867790877,0.353399708425653,0,0.04
"2",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39637185155885,0.00265821733537824,0.301631414447441,0.2909931826103,-1.41203227897632,0.380226354751325,0.00312833457037895,0.367386768738125,0.1,0.03
"3",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4463074898541,0.00235330274344412,0.307278554156382,0.297275281483659,-1.41430961993642,0.390241877570074,0.00296531041477722,0.378043641706744,0.2,0.03
"4",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36830363389117,0.00247386487073899,0.310275269420939,0.300612429372381,-1.41646622087184,0.396535966045686,0.00278082659940851,0.385071934499362,0.3,0.03
"5",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.40784751241853,0.00225796097540476,0.312291525734387,0.303124665914637,-1.41859342375507,0.398922333786082,0.00258801555843009,0.388230451249277,0.4,0.03
"6",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36964212913216,0.0023155064516231,0.311050920046487,0.302082362296425,-1.42030256785488,0.397329831578688,0.00238192032271484,0.387472558281656,0.5,0.04
"7",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39770473779972,0.00200416663606937,0.307762403743866,0.299690540334608,-1.42203972850744,0.391805971182121,0.00216450162250689,0.382832883267017,0.6,0.04
"8",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51811444773055,0.00173483297748307,0.302264044377752,0.294503907747675,-1.42372450423157,0.382514570662924,0.00194935503228089,0.374419761036544,0.7,0.05
"9",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.40752426290534,0.00179666628332337,0.298391609441611,0.291062531468208,-1.42515397082502,0.369727684111432,0.00174386283972446,0.362475833839179,0.8,0.05
"10",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4915590509634,0.00150877431883154,0.289003242870886,0.282337082361182,-1.42657128024868,0.35381237049778,0.00154326253998751,0.347385613936238,0.9,0.08
"11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5213445914832,0.00144224730117719,0.278665674329857,0.272154390662869,-1.4276400148621,0.335213199487106,0.00134955237523168,0.329587119212743,1,0.09
