"","X","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45741235127957,0.295869811997466,0.00259533047306154,0.284696313155381,-1.4014229990006,0.366781662437336,0.00348839541104789,0.352615377208431,0,0.07
"2",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34593073531911,0.301208244946228,0.00279098308286388,0.29059985795303,-1.40386825253234,0.380226354751325,0.00333919726896199,0.366632760212477,0.1,0.07
"3",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52045125835179,0.308178553748999,0.00227492205651805,0.297872724352165,-1.40653291665306,0.390241877570074,0.00316294713869334,0.377331426440536,0.2,0.06
"4",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39430277207059,0.30935567352985,0.00244750335981516,0.299587430025558,-1.40876090215919,0.396535966045686,0.00297174233068423,0.384378915098993,0.3,0.04
"5",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43704777462898,0.311275346305267,0.00223908767376155,0.301923413497532,-1.41092492720988,0.398922333786082,0.00276238699657211,0.387597249803764,0.4,0.06
"6",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.40167960000884,0.310245613043357,0.00236647374703479,0.30073949534244,-1.41275425915269,0.397329831578688,0.00254313783985827,0.386884522895592,0.5,0.05
"7",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35412612945248,0.307527205857789,0.00231911372845804,0.298561998250663,-1.41447932099388,0.391805971182121,0.00231853137820385,0.38226673631544,0.6,0.03
"8",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33698792053889,0.303554023540719,0.00213827577015416,0.295479040293382,-1.41630656240211,0.382514570662924,0.00208755846323646,0.373909929342567,0.7,0.03
"9",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41068155182019,0.296946665518335,0.00190081417706437,0.289241010125051,-1.4178976759271,0.369727684111432,0.00186028243018716,0.362047634581784,0.8,0.04
"10",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35524011850691,0.290824143910226,0.00183024185713537,0.283766337084061,-1.41925500503992,0.35381237049778,0.00164456470487607,0.347013675122876,0.9,0.05
"11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45201818209646,0.279823230029101,0.00164968374957586,0.272840321968018,-1.42051544033699,0.335213199487106,0.00144174156251448,0.329245465781209,1,0.06
